Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
project;232480;MOSAIC;"Mission-Oriented SwafS to Advance Innovation through Co-creation";101006382;"While most SwafS initiatives have contributed to strengthening knowledge and approaches to Open Science, few initiatives have explored and implemented an RRI approach to Open Innovation. MOSAIC will address this SwafS knowledge base gap, exploring how to translate the...";;H2020-EU.5.;"/engineering and technology/civil engineering/urban engineering/smart cities";2021-01-01;2023-12-31;en;en;"2022-10-28 14:20:18";https://cordis.europa.eu/project/id/101006382
brief;203292;;"A vision of sounds for the visually-impaired";203292-a-vision-of-sounds-for-the-visuallyimpaired;"The idea of sensory compensation – where remaining senses make up for the loss of another – is a long-standing source of inspiration for both mythology and scientific studies. Now, a technology called ‘Sound of Vision’ combines sensors with sound and tactile feedback to firmly root it in the day-to-day life of visually-impaired people.";"Digital Economy";H2020-EU.3.1.,H2020-EU.3.1.4.;;;;en;de,en,es,fr,it,pl;"2017-09-27 11:35:34";https://cordis.europa.eu/article/id/203292-a-vision-of-sounds-for-the-visuallyimpaired
mag;400827;;"Seeking an edge in OLED technology";400827-seeking-an-edge-in-oled-technology;"OLED technology recently made its most noticed entrance on the mainstream market yet, with Apple’s take on what a 10th anniversary iPhone should look like. But there is actually much more to OLED than the eye-flattering colours and better contrast of the displays it powers. The technology is on the verge of a major breakthrough, and EU-funded research is helping shape the future of this rapidly advancing market which is set to be worth USD 44 billion by 2020.";;;;;;en;de,en,es,fr,it,pl;"2018-02-27 00:00:03";https://cordis.europa.eu/article/id/400827-seeking-an-edge-in-oled-technology
pubsum;185076;;"Final Report Summary - RESFOOD (RESOURCE EFFICIENT AND SAFE FOOD PRODUCTION AND PROCESSING)";308316_PS;"Executive Summary The increasing demand for healthy and nutritious food requires an efficient use of the natural resources allocated to food production and processing.  On average over 40 % of the water abstraction in the EU is used for agriculture and 20 to over 50 % of the...";;FP7-ENVIRONMENT;;;;en;en;"2016-06-30 09:52:28";https://cordis.europa.eu/project/id/308316/reporting
project;243339;R4C;Regions4Climate;101093873;"Increasingly frequent extreme weather conditions due to climate change concomitant with unsustainable historical resource use and management practices create the perfect storm - threatening our livelihoods, well-being and environment. A transition towards resilience requires...";;HORIZON.2.2,HORIZON.2.4,HORIZON.2.3,HORIZON.2.5,HORIZON.2.6;"/social sciences/sociology/governance;/social sciences/sociology/social issues/social inequalities;/natural sciences/biological sciences/ecology/ecosystems;/natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes;/social sciences/economics and business/business and management";2023-01-01;2027-12-31;en;en;"2022-11-29 18:00:20";https://cordis.europa.eu/project/id/101093873
pubsum;310561;;"Periodic Reporting for period 2 - GROW GREEN (Green Cities for Climate and Water Resilience, Sustainable Economic Growth, Healthy Citizens and Environments)";730283_PS;"GrowGreen is attempting to address the impact of climate change by providing evidence that NBS can provide an efficient and effective way to mitigate the impact of climate change and provide a replication framework that can help Cities globally to develop and implement NBS...";;H2020-EU.3.5.2.1.,H2020-EU.3.5.2.3.,H2020-EU.3.5.,H2020-EU.3.5.1.2.,H2020-EU.3.5.1.3.,H2020-EU.3.5.2.2.;;;;en;en;"2021-05-05 15:12:12";https://cordis.europa.eu/project/id/730283/reporting
pubsum;203140;;"Final Report Summary - CASCADE (Exploring the Security-Democracy Nexus in the Caucasus)";613354_PS;"Over the past three years, CASCADE has sought to de-compartmentalise research on the Caucasus by exploring linkages between societal challenges, political developments and conflicts and investigating the interactions between the North and South Caucasus, as well as between...";;FP7-SSH;;;;en;en;"2017-09-13 12:25:09";https://cordis.europa.eu/project/id/613354/reporting
pubsum;149382;;"Final Report Summary - DREAM (Design and development of REAlistic food Models with well-characterised micro- and macro-structure and composition)";222654_PS;"In terms of composition and structure, foods are very complex systems. Although scientists have a good grasp of the former, the control of food structure remains difficult. Nevertheless the knowledge of the structure and their change during processing are key...";;FP7-KBBE;;;;en;en;"2014-11-14 10:04:32";https://cordis.europa.eu/project/id/222654/reporting
programme;704770;;"Understanding the transition to a circular economy and its implications on the environment, economy and society";H2020_CE-SC5-25-2020;"The research will assess the current state of transition towards the circular economy in relevant economic sectors (public, private and non-profit) and analyse possible transition scenarios, as well as their outcomes and impacts. It will identify the key factors (regulatory...";;;;;;en;en;"2022-04-13 21:10:35";https://cordis.europa.eu/programme/id/H2020_CE-SC5-25-2020
brief;394448;;"Protecting European crops and biodiversity against new diseases and pests";394448-protecting-european-crops-and-biodiversity-against-new-diseases-and-pests;"Plant diseases caused by pests and invasive and alien pathogens are increasing with climate change and international trade. Now EU-funded scientists are looking for innovative ways to protect crops and forests.";"Food and Natural Resources";H2020-EU.3.2.;;;;en;de,en,es,fr,it,pl;"2019-07-19 16:51:13";https://cordis.europa.eu/article/id/394448-protecting-european-crops-and-biodiversity-against-new-diseases-and-pests
brief;407003;;"From single-purpose devices to city-wide mobility improvement";407003-from-single-purpose-devices-to-city-wide-mobility-improvement;"The SETA project has pushed the smart city concept to the next level by exploiting existing single purpose devices for the greater goal of improving urban mobility. Applications in health and wellbeing are also expected.";"Digital Economy";H2020-EU.2.1.1.;;;;en;de,en,es,fr,it,pl;"2019-09-30 17:56:18";https://cordis.europa.eu/article/id/407003-from-single-purpose-devices-to-city-wide-mobility-improvement
brief;413369;;"Novel fungicide analytical methodology improves food safety";413369-novel-fungicide-analytical-methodology-improves-food-safety;"Agriculture employs various chemicals such as pesticides and fungicides to enhance productivity, significantly impacting food quality and human health. A European initiative developed novel methodologies for the selective determination of fungicides in food.";"Climate Change and Environment,Food and Natural Resources,Health";H2020-EU.1.3.,H2020-EU.1.3.2.;;;;en;de,en,es,fr,it,pl;"2020-01-28 16:48:08";https://cordis.europa.eu/article/id/413369-novel-fungicide-analytical-methodology-improves-food-safety
brief;429932;;"Making tomatoes more tolerant to climate change";429932-making-tomatoes-more-tolerant-to-climate-change;"Reducing water and fertiliser needs in tomato crops provides a solid foundation for next-generation tomato cultivation that is more environmentally and economically sustainable.";"Food and Natural Resources";H2020-EU.3.2.1.1.,H2020-EU.3.2.;;;;en;de,en,es,fr,it,pl;"2021-05-12 12:54:13";https://cordis.europa.eu/article/id/429932-making-tomatoes-more-tolerant-to-climate-change
pubsum;198379;;"Periodic Reporting for period 3 - RESYNTEX (A new circular economy concept: from textile waste towards chemical  and textile industries feedstock)";641942_PS;"RESYNTEX created a new circular economy concept for the textile and chemical industries and successfully demonstrated the generation of secondary raw materials from textile waste through industrial symbiosis. In particular, the RESYNTEX project:•	created a strategic design...";;H2020-EU.3.5.,H2020-EU.3.5.4.;;;;en;en;"2022-02-04 22:19:20";https://cordis.europa.eu/project/id/641942/reporting
pubsum;182662;;"Final Report Summary - ACCESS (Arctic Climate Change, Economy and Society)";265863_PS;"The impacts of climate change in the Arctic are accelerating. This is the result of feedbacks and other processes commonly referred to as “Polar” or “Arctic” amplification. The Arctic has warmed twice as fast as the global average. Climate change is expected to...";;FP7-TRANSPORT;;;;en;en;"2016-05-11 11:12:36";https://cordis.europa.eu/project/id/265863/reporting
mag;435507;;"The farms of the future – it’s all about precision";435507-the-farms-of-the-future-it-s-all-about-precision;"For the better part of a century, Europe’s farming system has been geared toward providing a reliable supply of affordable food. Yet success in this area has come at a significant environmental cost, and there is a growing recognition that trying to compete with cheaper imports will only encourage a race to the bottom. How we grow food in Europe will change, and must change to ensure a sustainable future.";;;;;;en;de,en,es,fr,it,pl;"2022-01-13 12:47:07";https://cordis.europa.eu/article/id/435507-the-farms-of-the-future-it-s-all-about-precision
pubsum;863886;;"Periodic Reporting for period 1 - ERNEst21 (European Researchers' Night in Estonia)";101036039_PS;"The main aim of the ERNEst21 was to highlight the most recent and important accomplishments of Estonian researchers in order to draw attention to the importance of the profession of a researcher. The Estonian Researchers’ Night also aimed to encourage young people to choose...";;H2020-EU.1.3.,H2020-EU.1.3.5.;;;;en;en;"2022-09-22 17:42:01";https://cordis.europa.eu/project/id/101036039/reporting
deliverable;749522;;"Awareness raising and training on plastic waste recycling and prevention";689157_55_DELIV;;;;;;;en;en;"2021-11-18 10:30:47";https://cordis.europa.eu/result/rcn/749522/en
deliverable;749521;;"Recommendations for citizen involvement";689157_53_DELIV;;;;;;;en;en;"2021-11-18 10:30:46";https://cordis.europa.eu/result/rcn/749521/en
deliverable;714933;;"D3.2 Report on agent based analyses approach of N4C identifying the citizen agents and their behaviours";730468_17_DELIV;;;;;;;en;en;"2021-09-08 01:04:51";https://cordis.europa.eu/result/rcn/714933/en
deliverable;478937;;"Implementation of R8: Digital Learning Materials";688995_11_DELIV;;;;;;;en;en;"2020-07-26 02:39:58";https://cordis.europa.eu/result/rcn/478937/en
publication;595572;;"Beyond participation: when citizen engagement leads to undesirable outcomes for nature-based solutions and climate change adaptation";730243_591992_PUBLI;;;;;;;en;en;"2020-09-10 12:14:33";https://doi.org/10.1007/s10584-019-02557-9
deliverable;448923;;"D5.2 Citizen and Stakeholders engagement strategies and tools for NBS Implementation";730468_26_DELIV;;;;;;;en;en;"2020-02-29 13:43:45";https://cordis.europa.eu/result/rcn/448923/en
deliverable;330135;;"Implementation of R8: STEM Lessons";688995_10_DELIV;;;;;;;en;en;"2019-05-31 10:06:46";https://cordis.europa.eu/result/rcn/330135/en
deliverable;330137;;"Best Practices database in Circular Economy, Economic Instruments and Prevention Actions";688995_28_DELIV;;;;;;;en;en;"2019-05-31 10:06:48";https://cordis.europa.eu/result/rcn/330137/en
pubsum;212625;;"Final Report Summary - MARCOPOLO (Monitoring and Assessment of Regional air quality in China using space Observations,Project Of Long-term sino-european co-Operation)";606953_PS;"Due to the strong economic growth in China in the past decade, air pollution has become a serious issue in many parts of the country. Actual information on the air quality and a forecast for a few days ahead is needed to inform the general public, but also to support for...";;FP7-SPACE;;;;en;en;"2017-12-18 11:27:17";https://cordis.europa.eu/project/id/606953/reporting
pubsum;198461;;"Periodic Reporting for period 1 - ESOF2016 (EuroScience Open Forum 2016 (Manchester))";699538_PS;"The goal is to advance the wider fabric of European science, fostering jobs & growth through supporting industrial leadership, innovation & links between business & science, developing research careers through a dedicated sub-programme, showcasing & inspiring science &...";;H2020-EU.5.;;;;en;en;"2021-03-31 11:12:08";https://cordis.europa.eu/project/id/699538/reporting
pubsum;175562;;"Final Report Summary - EPINET (Integrated Assessment of Societal Impacts of Emerging Science and Technology from within Epistemic Networks)";288971_PS;"Executive Summary:EPINET has been analysing four fields of technoscientific innovation, most of which are in relatively early stages of implementation and marked by only partial and incomplete (to varying degrees) understandings of their societal, ethical and legal...";;FP7-SIS;;;;en;en;"2016-01-25 17:53:15";https://cordis.europa.eu/project/id/288971/reporting
pubsum;184079;;"Final Report Summary - LIMPID (Nanocomposite materials for photocatalytic degradation of pollutants)";310177_PS;"""Nanocomposite materials for photocatalytic degradation of pollutants"", LIMPID, has been a collaborative RTD European Project funded under NMP.2012.2.2-6 Photocatalytic materials for depollution.LIMPID consortium has been designed to combine leading...";;FP7-NMP;;;;en;en;"2016-06-02 17:35:35";https://cordis.europa.eu/project/id/310177/reporting
pubsum;196173;;"Final Report Summary - SUST-RUS (Spatial-economic-ecological model for the assessment of sustainability policies of Russia)";213091_PS;"The objective of the study was to develop and implement for the Russian Federation an integrated spatial-economic-ecological modelling approach, which can be used to assist policy makers in their choice of medium and long-term sustainability policies. This implies the...";;FP7-ENVIRONMENT;;;;en;en;"2017-03-24 13:01:00";https://cordis.europa.eu/project/id/213091/reporting
pubsum;56356;;"Final Report Summary - GRAIN (Greener Aeronautics International Networking)";266184_PS;"Executive Summary:

Greener Aeronautics International Network (GRAIN) is a 'Cooperation and Support Action' project which comes from the effort done in AEROCHINA and AEROCHINA 2 projects. AEROCHINA1&2 have been networking projects co-funded by FP7 and AVIC (China) and coordina...";;FP7-TRANSPORT;;;;en;en;"2013-06-04 00:00:00";https://cordis.europa.eu/project/id/266184/reporting
deliverable;699637;;"Educational package on UF-NBS";821242_23_DELIV;;;;;;;en;en;"2022-09-26 18:42:34";https://cordis.europa.eu/result/rcn/699637/en
pubsum;214378;;"Periodic Reporting for period 3 - BlueHealth (Linking Up Environment, Health and Climate for Inter-sector Health Promotion and Disease Prevention in a Rapidly Changing Environment)";666773_PS;"Most Europeans live in cities built on waterways, lakes, or coasts. The H2020 BlueHealth project assessed how such blue spaces and the associated blue infrastructures affect human health and wellbeing across Europe and beyond.  The overall objective was understand how urban...";;H2020-EU.3.1.,H2020-EU.3.1.2.;;;;en;en;"2021-10-21 17:54:57";https://cordis.europa.eu/project/id/666773/reporting
pubsum;199643;;"Final Report Summary - VMERGE (Emerging viral vector borne diseases)";613996_PS;"In the field, intense sampling campaigns (WP1-WP3) have been undertaken by the Vmerge consortium in 2014 and in 2015, allowing the collection of mosquitoes, sera and environmental data. In laboratory, molecular and serological diagnostic tools have been developed and validated...";;FP7-KBBE;;;;en;en;"2017-06-20 12:53:03";https://cordis.europa.eu/project/id/613996/reporting
pubsum;57836;;"Final Report Summary - NECOBELAC (Network of collaboration between Europe and Latin-American and the Caribbean countries to spread know-how in scientific writing and provide the best tools )";230583_PS;"Executive summary: 

 The project 'Network of collaboration between Europe and Latin-American and the Caribbean countries' (NECOBELAC) was focused on public health and was part of the global commitment to abate barriers limiting the free circulation and proper use of scientifi...";;FP7-SIS;;;;en;en;"2013-08-14 00:02:53";https://cordis.europa.eu/project/id/230583/reporting
programme;707786;;"European Partnership: One Health Anti-Microbial Resistance";HORIZON_HORIZON-HLTH-2024-DISEASE-09-01;"The partnership should contribute to the priorities set in the European One Health Action plan to fight AMR that provides a European framework with actions focused on areas with the highest added value for Member States, including boosting research development and...";;;;;;en;en;"2022-11-24 12:36:01";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-HLTH-2024-DISEASE-09-01
programme;706177;;"Increasing the transparency of EU food systems to boost health, sustainability and safety of products, processes and diets";HORIZON_HORIZON-CL6-2021-FARM2FORK-01-17;"Despite technological progress and the emergence of new approaches, solutions and methodologies, recent literature[[ E.g. https://doi.org/10.1016/j.tifs.2019.07.024]] highlights continuing challenges in increasing the uptake of transparency solutions among food system actors...";;;;;;en;en;"2022-06-21 11:20:11";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-CL6-2021-FARM2FORK-01-17
brief;429930;;"Banana plant, soil and root ecology reveals sustainable routes to pest and disease control";429930-banana-plant-soil-and-root-ecology-reveals-sustainable-routes-to-pest-and-disease-control;"All living organisms have enemies. EU-funded research has harnessed the enemies of banana plants’ enemies for a natural battle in which banana plants, people and the environment are all winners.";"Climate Change and Environment,Food and Natural Resources,Health";H2020-EU.3.2.1.1.,H2020-EU.3.2.;;;;en;de,en,es,fr,it,pl;"2021-05-12 12:54:14";https://cordis.europa.eu/article/id/429930-banana-plant-soil-and-root-ecology-reveals-sustainable-routes-to-pest-and-disease-control
brief;410223;;"Peptide-based highly selective eco-friendly pest control";410223-peptide-based-highly-selective-eco-friendly-pest-control;"A multidisciplinary team of EU researchers has developed and tested entirely new classes of biopesticides based on insects’ peptide hormones. They will reduce the risk of pesticide use in human health and are not harmful to the environment or beneficial insects, thereby providing sustainable crop protection.";"Climate Change and Environment,Food and Natural Resources";H2020-EU.3.2.;;;;en;de,en,es,fr,it,pl;"2019-10-18 17:31:38";https://cordis.europa.eu/article/id/410223-peptide-based-highly-selective-eco-friendly-pest-control
mag;400783;;"Biomarkers to track down disease";400783-biomarkers-to-track-down-disease;;;;;;;en;de,en,es,fr,it,pl;"2016-03-01 00:00:01";https://cordis.europa.eu/article/id/400783-biomarkers-to-track-down-disease
