Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
brief;89045;;"Helping hand for the elderly";89045-helping-hand-for-the-elderly;"There is a pressing need to upgrade nutrition for Europe's ageing population. A recent EU initiative has made significant headway towards achieving this goal.";"Climate Change and Environment";FP6-FOOD;;;;en;de,en,es,fr,it,pl;"2012-07-24 16:00:30";https://cordis.europa.eu/article/id/89045-helping-hand-for-the-elderly
news;123561;;"Liverpool, a frontrunner city in re-naturing public spaces";123561-liverpool-a-frontrunner-city-in-renaturing-public-spaces;"The English city is leaving behind its maritime past by introducing innovative green solutions into its urban spaces.";;;;;;en;en;"2018-06-08 09:38:26";https://cordis.europa.eu/article/id/123561-liverpool-a-frontrunner-city-in-renaturing-public-spaces
news;124063;;"Tackling the barriers that keep nature off the cities";124063-tackling-the-barriers-that-keep-nature-off-the-cities;"The URBAN GreenUP analysis on obstacles hampering the implementation of Nature-Based Solutions and the related countermeasures is now available.";;;;;;en;en;"2018-10-02 08:13:33";https://cordis.europa.eu/article/id/124063-tackling-the-barriers-that-keep-nature-off-the-cities
pubsum;168230;;"Final Report Summary - NERA (Network of European Research Infrastructures for Earthquake Risk Assessment and Mitigation)";262330_PS;"Executive Summary:The overall aim of NERA was to achieve an improvement and a long-term impact in the assessment and reduction of the vulnerability of constructions and citizens to earthquakes.To accomplish this, NERA integrated the key research infrastructures in Europe to...";;FP7-INFRASTRUCTURES;;;;en;en;"2015-07-23 11:09:51";https://cordis.europa.eu/project/id/262330/reporting
project;238757;REGRAMM;"Relationships of receptive grammar acquisition with musical rhythm processing and executive functions";101059893;"Language is one of the hallmarks of what it means to be human and grammar is a core linguistic ability that makes us able to understand (receptive grammar) and express (expressive grammar) the relationships between words in sentences. This ability is fundamental for...";;HORIZON.1.2;"/humanities/languages and literature/linguistics;/social sciences/psychology/behavioural psychology";2022-07-01;2024-06-30;en;en;"2022-07-28 22:08:34";https://cordis.europa.eu/project/id/101059893
brief;422467;;"Making cities better prepared for climate change";422467-urban-climate-services-and-tools-are-needed-to-make-cities-better-prepared-for-climate-change;"Many cities are impacted by climate extremes but lack plans to deal with them. Using the most reliable scientific data available, an EU-funded project created tools and services to help cities build climate change resilience and boost sustainable economic growth.";"Climate Change and Environment";H2020-EU.3.5.,H2020-EU.3.5.1.;;;;en;de,en,es,fr,it,pl;"2020-10-20 18:30:44";https://cordis.europa.eu/article/id/422467-urban-climate-services-and-tools-are-needed-to-make-cities-better-prepared-for-climate-change
brief;89604;;"Novel chemistry with environmental applications";89604-novel-chemistry-with-environmental-applications;"The design of receptor systems capable of the simultaneous coordination of both cationic and anionic guest species has recently attracted a great deal of interest due to their application in crystal engineering and materials science. European researchers extended these applications by implementing halogen bonding for the development of aqueous sensors.";"Climate Change and Environment";FP7-PEOPLE;;;;en;de,en,es,fr,it,pl;"2012-10-23 14:00:32";https://cordis.europa.eu/article/id/89604-novel-chemistry-with-environmental-applications
brief;308447;;"The dawn of ASSET consumerism";308447-the-dawn-of-asset-consumerism;"An EU-funded project is empowering individuals to facilitate and reinforce sustainable consumerism.";"Digital Economy,Society";H2020-EU.2.1.1.;;;;en;de,en,es,fr,it,pl;"2019-05-31 16:08:30";https://cordis.europa.eu/article/id/308447-the-dawn-of-asset-consumerism
brief;411408;;"Nature gives technology a hand to enhance water treatment processes";411408-nature-gives-technology-a-hand-to-enhance-water-treatment-processes;"Europe’s water service providers are under increasing pressure to provide better and affordable water services to a growing population. Simultaneously, they must also reduce the amount of energy used, thereby lowering the environmental impact of their activities to mitigate their impact on climate change.";"Climate Change and Environment,Food and Natural Resources";H2020-EU.3.5.,H2020-EU.3.5.4.;;;;en;de,en,es,fr,it,pl;"2019-10-25 16:33:51";https://cordis.europa.eu/article/id/411408-nature-gives-technology-a-hand-to-enhance-water-treatment-processes
news;31978;;"EU project spotlights older worker value";31978-eu-project-spotlights-older-worker-value;"Researchers from the University of Gothenburg in Sweden are participating in a new EU project that will determine how organisations and businesses can best use the skills and experiences of older professionals. The Best Agers project, funded in part by the European Regional De...";;;;;;en;de,en,es,fr,it,pl;"2010-04-13 00:00:02";https://cordis.europa.eu/article/id/31978-eu-project-spotlights-older-worker-value
news;96282;;"Report Provides Key Information On Disposal Of Radioactive Waste";96282-report-provides-key-information-on-disposal-of-radioactive-waste;"The management of radioactive waste has long been the subject of great debate with a number of options being put forward. However, any organisation, individual or nation considering disposing of radioactive waste by burying it deep in the earth should take time to read the GASNET report.";;;;;;en;en;"2005-09-27 13:18:49";https://cordis.europa.eu/article/id/96282-report-provides-key-information-on-disposal-of-radioactive-waste
news;96826;;"Secure Electronic Communication System Provides Boost for E-commerce";96826-secure-electronic-communication-system-provides-boost-for-ecommerce;"The future of e-commerce has received a boost following a two-year project funded with the help of 775,000 euros form the Information Society Technologies area of the EU's Framework Programme.";;;;;;en;en;"2005-09-27 13:19:57";https://cordis.europa.eu/article/id/96826-secure-electronic-communication-system-provides-boost-for-ecommerce
news;96571;;"EU Funding To Help Beat School Bullies";96571-eu-funding-to-help-beat-school-bullies;"The problem of bullying in schools is being tackled by a innovative computer software drama developed with the help of 1.24 million euros from the Information Society Technologies (IST) area of the EUs Framework Funding Programme.";;;;;;en;en;"2005-09-27 13:19:28";https://cordis.europa.eu/article/id/96571-eu-funding-to-help-beat-school-bullies
news;95854;;"New Call for Research and Innovation Projects";95854-new-call-for-research-and-innovation-projects;"A call for project applications under the Research and Innovation programme within the European Framework Programme Six (FP6) has been published.";;;;;;en;en;"2005-09-27 13:17:58";https://cordis.europa.eu/article/id/95854-new-call-for-research-and-innovation-projects
news;95831;;"IRC Network Helps Link R & D Technology Across Europe";95831-irc-network-helps-link-r-d-technology-across-europe;"UK companies involved in research and development within innovative technologies are being encouraged to call on expert help in finding European partners for future collaboration on technology exploitation.";;;;;;en;en;"2005-09-27 13:17:54";https://cordis.europa.eu/article/id/95831-irc-network-helps-link-r-d-technology-across-europe
news;96505;;"EU Funding Helps Pioneer the Biggest TV Boom In History";96505-eu-funding-helps-pioneer-the-biggest-tv-boom-in-history;"The launch of the biggest TV boom in history, the digital terrestrial services that form the platform for the phenomenally successful Freeview, was made possible thanks to a grant of 6.45 million euros from the EU's Framework Programme.";;;;;;en;en;"2005-09-27 13:19:19";https://cordis.europa.eu/article/id/96505-eu-funding-helps-pioneer-the-biggest-tv-boom-in-history
news;96506;;"SEA-AHED - MAKING SAILING SAFER";96506-seaahed-making-sailing-safer;"Improved safety at sea for cruise ship passengers and crews will be the outcome of a research and development project, funded with the help of over 1.7m (euros) from the EU's Framework Programme.";;;;;;en;en;"2005-09-27 13:19:19";https://cordis.europa.eu/article/id/96506-seaahed-making-sailing-safer
news;96315;;"EU Funding Helps SMEs Plan For Uncertain Futures";96315-eu-funding-helps-smes-plan-for-uncertain-futures;"An on-line toolset that can help give an insight into the future and what it may mean for business is set to help SMEs (Small and Medium sized enterprises).";;;;;;en;en;"2005-09-27 13:18:54";https://cordis.europa.eu/article/id/96315-eu-funding-helps-smes-plan-for-uncertain-futures
news;96656;;"Solar Power Aircraft Will Make Broadband Available To All";96656-solar-power-aircraft-will-make-broadband-available-to-all;"An international project is developing new technology that can be installed into high altitude platforms - such as solar powered aircraft or airships - to make Broadband Internet access available to remote areas and moving trains.";;;;;;en;en;"2005-09-27 13:19:39";https://cordis.europa.eu/article/id/96656-solar-power-aircraft-will-make-broadband-available-to-all
news;96835;;"IT Project Offers Help To Parkinson's Sufferers";96835-it-project-offers-help-to-parkinsons-sufferers;"One in twenty people who are paralysed by Parkinson's disease could soon be able to walk thanks to the PARREHA project, funded with the help of 1.68 million euros from the Information Society Technologies (IST) area of the EU's Framework Programme.";;;;;;en;en;"2005-09-27 13:19:58";https://cordis.europa.eu/article/id/96835-it-project-offers-help-to-parkinsons-sufferers
pubsum;670092;;"Periodic Reporting for period 2 - Fiware4Water (FIWARE for the Next Generation Internet Services for the WATER sector)";821036_PS;"Fiware4Water (“F4W”) project overall objective was to demonstrate the technical, economic and social feasibility for water stakeholders to use digital solutions to address their management issues. To reach this objective, the F4W consortium decided to create an open and...";;H2020-EU.3.5.,H2020-EU.3.5.4.,H2020-EU.3.5.2.2.;;;;en;en;"2022-12-05 18:54:36";https://cordis.europa.eu/project/id/821036/reporting
pubsum;220288;;"Periodic Reporting for period 1 - ITER (Improving Thermal Efficiency of horizontal ground heat exchangers)";661396_PS;"The overall aim of ITER is to ensure the sustainability of ground coupled heating-cooling systems and especially the horizontal ground heat exchangers systems. Key challenges are:•	to enhance the heat transfer of the ground surrounding the pipes creating thermally enhanced...";;H2020-EU.1.3.,H2020-EU.1.3.2.;;;;en;en;"2018-02-28 17:39:02";https://cordis.europa.eu/project/id/661396/reporting
pubsum;186587;;"Periodic Reporting for period 1 - First InnovativeWeek (This 3 day conference will be focused to the financial instruments, facilities and measures launched under Horizon 2020 to enhance access to finance for research, innovation and SMEs.)";676973_PS;"""EXECUTIVE SUMMARY OF ACTIONConference “First Innovative Enterprise Week - Access to Finance for Research, Innovation and SMEs 2015” (First Innovative Week), the second of annually held by RTD conferences, was held in Riga, Latvia this year. The very successful growth of...";;H2020-EU.2.2.;;;;en;en;"2021-03-16 11:21:11";https://cordis.europa.eu/project/id/676973/reporting
pubsum;58412;;"Final Report Summary - CPADS (Cell permeable peptides as drug delivery system: a way towards innovative therapeutic strategies for neurodegeneration)";217902_PS;"The project CPADS (see http//:www.c-pads.org online) has been designed to foster a dynamic pathway between academic research organisations and private commercial enterprises, based on a longer term cooperation programme in the field of innovative therapeutic strategies for neu...";;FP7-PEOPLE;;;;en;en;"2013-07-05 00:02:53";https://cordis.europa.eu/project/id/217902/reporting
pubsum;192515;;"Final Report Summary - BIOASSORT (Improvement of technologies and tools, e.g. biosystems and biocatalysts, for waste conversion to develop an assortment of high added value eco-friendly and cost-effective bio-products)";318931_PS;"A comprehensive summary overview of results, conclusions and the socio-economic impacts of the project. The main research activities performed in the first two years of BIOASSORT project and the achieved results are summarized as following: Task 2.1: Selection of...";;FP7-PEOPLE;;;;en;en;"2016-12-13 11:40:04";https://cordis.europa.eu/project/id/318931/reporting
project;224150;GATEKEEPER;"SMART LIVING HOMES - WHOLE INTERVENTIONS DEMONSTRATOR FOR PEOPLE AT HEALTH AND SOCIAL RISKS";857223;"The main objective of the Project is to create a GATEKEEPER, that connects healthcare providers, businesses, entrepreneurs, elderly citizens and the communities they live in, in order to originate an open, trust-based arena for matching ideas, technologies, user needs and...";;H2020-EU.3.1.,H2020-EU.3.1.4.1.,H2020-EU.2.1.1.3.;"/natural sciences/computer and information sciences/computer security/data protection;/social sciences/economics and business/business and management/entrepreneurship;/social sciences/economics and business/business and management/business models";2019-10-01;2023-03-31;en;en;"2022-09-23 18:29:49";https://cordis.europa.eu/project/id/857223
programme;700652;;"Raw materials policy support actions";H2020_SC5-15-2016-2017;"Projects should include a work-package to cluster with other projects financed under this topic and – if possible – with other relevant projects in the field funded by Horizon 2020, in support of the EIP on Raw Materials.Proposals shall address only one of the following...";;;;;;en;en;"2016-11-02 15:02:45";https://cordis.europa.eu/programme/id/H2020_SC5-15-2016-2017
programme;706240;;"Green technologies and materials for cultural heritage";HORIZON_HORIZON-CL2-2021-HERITAGE-01-01;"Materials and methods for the conservation and restoration of cultural heritage can often be energy consuming, not environmentally friendly or even harmful for the health of operators and curators. Moreover, many of these materials and methods prove to be neither durable nor...";;;;;;en;en;"2022-06-21 11:54:36";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-CL2-2021-HERITAGE-01-01
pubsum;215184;;"Periodic Reporting for period 2 - SusAn (European Research Area on Sustainable Animal Production Systems)";696231_PS;"What is the problem/issue being addressed?The livestock sector is associated with a variety of challenges with regard to emissions (including climate change), biodiversity, resource use, rural livelihoods, animal health & welfare, and global food and nutrition security.For the...";;H2020-EU.3.2.;;;;en;en;"2022-11-23 10:22:01";https://cordis.europa.eu/project/id/696231/reporting
pubsum;658000;;"Periodic Reporting for period 1 - SIMARGL (Secure Intelligent Methods for Advanced RecoGnition of malware and stegomalware)";833042_PS;"The threat of cyberattacks using different variants of malware, i.e. malicious software programmes, is rapidly growing. Cyberattacks are aimed against individual citizens as well as public and private sectors and critical infrastructures ranging from health care to banking...";;H2020-EU.2.1.1.;;;;en;en;"2021-02-26 12:32:08";https://cordis.europa.eu/project/id/833042/reporting
pubsum;240199;;"Final Report Summary - SCOUT (Multitech SeCurity system for intercOnnected space control groUnd staTions)";607019_240199_PS;"SCOUT (Multitech SeCurity system for intercOnnected space control groUnd staTions) is a project funded by the European Commission in the 7th Framework Programme with Grant Agreement #607019. This framework programme, which is the previous of the current Horizon 2020 programme...";;FP7-SECURITY;;;;en;en;"2018-10-05 10:04:51";https://cordis.europa.eu/project/id/607019/reporting
pubsum;228502;;"Periodic Reporting for period 1 - Classizer (A novel and revolutionary instrument for the classification and sizing of micro-” and nano- particles in biological, industrial and environmental complex fluids.)";781906_PS;"Classizer™ is the right response to the need for a reliable, relevant, and real-time particle analysis. We created Classizer™ as the reference technology and solution for particle analysis of complex fluid and with the aim to offer to the industry players a game-change...";;H2020-EU.2.1.5.,H2020-EU.2.1.3.,H2020-EU.2.3.1.,H2020-EU.2.1.2.;;;;en;en;"2021-03-16 12:40:08";https://cordis.europa.eu/project/id/781906/reporting
project;231624;DevelopMed;"Developing the Next Generation of Research Leaders in Precision Oncology";945425;"With cancer expected to soon become the leading cause of mortality within the European Union, there is an urgent need for a new generation of scientists and clinicians with interdisciplinary training and intersectoral experience to drive future scientific development and make...";;H2020-EU.1.3.4.,H2020-EU.1.3.;"/natural sciences/computer and information sciences/artificial intelligence;/social sciences/sociology/demography/mortality;/medical and health sciences/clinical medicine/oncology";2021-01-01;2025-12-31;en;en;"2022-06-10 11:16:22";https://cordis.europa.eu/project/id/945425
project;110863;AMCARE;"Advanced Materials for Cardiac Regeneration (AMCARE)";604531;"The Advanced Materials for Cardiac Regeneration (AMCARE) consortium aims to establish a translational research program to develop truly restorative therapies for acute myocardial infarction repair (MI) by optimising cardiac progenitor cell (CPC) therapy using smart biomateria...";;FP7-NMP;"/social sciences/sociology/demography/mortality;/natural sciences/biological sciences/cell biology;/medical and health sciences/medical biotechnology/cells technologies/stem cells;/engineering and technology/industrial biotechnology/biomaterials";2013-11-01;2017-10-31;en;en;"2017-04-10 11:20:23";https://cordis.europa.eu/project/id/604531
project;224591;rid-O;"Improving collective decisions by eliminating overconfidence: mental, neural and social processes";819040;"“What would I remove if I had a magic wand? Overconfidence” Daniel Kahneman’s famous fairy-tale wish (The Guardian 18 Jul 15) conveyed a deeply seated pessimism in cognitive scientists that overconfidence is hardwired into human cognition. This bias is pervasive, costly...";;H2020-EU.1.1.;;2019-09-01;2024-08-31;en;en;"2022-08-24 01:00:42";https://cordis.europa.eu/project/id/819040
project;213545;INBOTS;"Inclusive Robotics for a better Society (INBOTS)";780073;"The main challenge that INBOTS wants to overcomes is the lack of a clear understanding and communication between all the involved stakeholders. These limitations hinder current efforts to successfully discuss and agree on the many important technical and non-technical aspects...";;H2020-EU.2.1.1.;"/social sciences/economics and business/business and management/entrepreneurship;/social sciences/economics and business/business and management/business models;/social sciences/sociology/governance/crisis management;/social sciences/economics and business/business and management/employment;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics";2018-01-01;2021-06-30;en;en;"2022-07-25 22:40:18";https://cordis.europa.eu/project/id/780073
project;243649;SWITCH;"Switching european food systems for a just, healthy and sustainable dietary transition through knowledge and innovation";101060483;"""The overarching goal of the SWITCH proposal is to improve understanding of knowledge, accessibility and facilitation gaps that limit present large scale adoption of sustainable and healthy diets among European citizens and to develop and demonstrate appropriate innovative...";;HORIZON.2.6.5,HORIZON.2.6;"/medical and health sciences/health sciences/nutrition";2023-01-01;2026-12-31;en;en;"2022-12-13 15:38:21";https://cordis.europa.eu/project/id/101060483
project;239194;LOGGIA;"Linking community archaeology and wellbeing in the Mediterranean";101062988;"The project ‘Linking community archaeology and wellbeing in the Mediterranean’ (LOGGIA), aims to understand to what extent archaeology can contribute to community wellbeing. LOGGIA will be led by the fellow, Dr Francesco Ripanti, under the supervision of Dr Giorgos...";;HORIZON.1.2;"/social sciences/sociology/social issues/social inequalities;/humanities/history and archaeology/archaeology;/natural sciences/computer and information sciences/software/software applications/video games";2022-06-01;2024-11-30;en;en;"2022-08-11 11:22:07";https://cordis.europa.eu/project/id/101062988
news;124433;;"Plant roots inspire 3D-printed automotive sensors";124433-plant-roots-inspire-3dprinted-automotive-sensors-;"As NASA’s Mars InSight is set to burrow into Martian soil, roboticists on Earth are still developing devices for soil monitoring and exploration.";;;;;;en;en;"2018-12-07 09:04:57";https://cordis.europa.eu/article/id/124433-plant-roots-inspire-3dprinted-automotive-sensors-
programme;704458;;"Technologies for first responders";H2020_SU-DRS02-2018-2019-2020;"Proposals are invited to propose novel solutions improving the protection of first responders against multiple and unexpected dangers, or enhancing their capacities by addressing related research and innovation issues, in particular:  Sub-topic 1: [2018] Victim-detection...";;;;;;en;en;"2019-04-17 16:10:18";https://cordis.europa.eu/programme/id/H2020_SU-DRS02-2018-2019-2020
