Collection;"Record Number";"Project acronym";Title;ID;Teaser;"Domains of application";Programmes;"Fields of science";"Project start date";"Project end date";Language;"Available languages";"Last updated";URL
pubsum;864272;;"Periodic Reporting for period 1 - EUMEPLAT (EUROPEAN MEDIA PLATFORMS: ASSESSING POSITIVE AND NEGATIVE EXTERNALITIES FOR EUROPEAN CULTURE)";101004488_PS;"The aim of the project is to analyze the relation between media platformization and the shaping of a properly pan-European culture. To which extent digitization is helping, or rather jeopardizing European identity is a main issue, which will be studied through the lens of...";;H2020-EU.3.6.2.2.,H2020-EU.3.6.2.1.,H2020-EU.3.6.;;;;en;en;"2022-09-11 16:02:49";https://cordis.europa.eu/project/id/101004488/reporting
project;193274;SUSTAIN;"Sustainable tailored integrated care for older people in Europe";634144;"The overall aims of SUSTAIN are twofold: 1. to improve established integrated care initiatives for older people living at home with multiple health and social care needs, ensuring they are patient-centred, prevention oriented, efficient, resilient to crises, safe and...";;H2020-EU.3.1.,H2020-EU.3.1.6.;;2015-04-01;2019-03-31;en;en;"2022-08-16 16:47:24";https://cordis.europa.eu/project/id/634144
news;135393;;"URBAN GreenUP – New Strategy for Re-naturing Cities through Nature-Based Solutions";135393-urban-greenup-new-strategy-for-renaturing-cities-through-naturebased-solutions;"The URBAN GreenUP project aims to contribute to the mitigation of climate change risks in cities, increase the resilience to climate change effects and improve air quality.";;;;;;en;en;"2017-06-09 16:30:49";https://cordis.europa.eu/article/id/135393-urban-greenup-new-strategy-for-renaturing-cities-through-naturebased-solutions
programme;706037;;"Social innovation in food sharing to strengthen urban communities’ food resilience";HORIZON_HORIZON-CL6-2022-COMMUNITIES-01-04;"With the recent Covid-19 pandemic, it is now evident that the risk of disruptions of food systems needs to be given greater attention. Strengthening the resilience of communities (in particular the most vulnerable and isolated, and those at risk of food poverty) to potential...";;;;;;en;en;"2022-06-20 10:30:35";https://cordis.europa.eu/programme/id/HORIZON_HORIZON-CL6-2022-COMMUNITIES-01-04
story;91668;;"Feature Stories - Croatia ICT: the newest Member State is up and running";91668-feature-stories-croatia-ict-the-newest-member-state-is-up-and-running;"The newest member of the European Union is already a player in European research. Croatia does well in R&D, with a respectably high participation rate in the European research Framework Programmes, given its size and non-EU status at the time. In 'information and communication technologies' (ICT), it is already at the forefront - participating in pioneering projects in robotics and intelligent transport infrastructure.";"Digital Economy";FP7-ICT;;;;en;de,en,es,fr,it,pl;"2013-09-18 14:00:12";https://cordis.europa.eu/article/id/91668-feature-stories-croatia-ict-the-newest-member-state-is-up-and-running
pubsum;420494;;"Periodic Reporting for period 3 - OACTIVE (Advanced personalised, multi-scale computer models preventing OsteoArthritis)";777159_PS;"The current OACTIVE project intents to make a significant leap forward adopting a multi-scale holistic analysis where patient-specific information from various levels, including molecular, cell, tissue and whole body, will be integrated and combined with information from other...";;H2020-EU.3.1.,H2020-EU.3.1.5.;;;;en;en;"2022-02-04 20:32:01";https://cordis.europa.eu/project/id/777159/reporting
pubsum;146613;;"Final Report Summary - GOETE (Governance of Educational Trajectories in Europe. Access, coping and relevance of education for young people in European knowledge societies in comparative perspective)";243868_PS;"Executive Summary:The project Governance of Educational Trajectories in Europe (GOETE) analysed how educational trajectories of young people in Finland, France, Germany, Italy, Poland, Slovenia, the Netherlands, and the United Kingdom are being regulated and how decisions are...";;FP7-SSH;;;;en;en;"2014-08-01 09:38:31";https://cordis.europa.eu/project/id/243868/reporting
project;52898;EUWARENESS;"European water regimes and the notion of a sustainable status";EVK1-CT-1999-00038;"Problems to be solved
The project will consider rival uses of water resources and the way in which resource regimes (property and use rights) are established to balance these rival uses in a sustainable way. To learn how regimes can be modified, also the evolution of the regim...";;FP5-EESD;"/social sciences/political sciences/political policies/public policies;/engineering and technology/environmental engineering/water treatment processes/drinking water treatment processes;/natural sciences/earth and related environmental sciences/environmental sciences/pollution;/natural sciences/earth and related environmental sciences/hydrology/drainage basins;/natural sciences/biological sciences/ecology/ecosystems";2000-02-01;2002-02-28;en;en;"2005-07-28 00:00:00";https://cordis.europa.eu/project/id/EVK1-CT-1999-00038
project;228738;SOLOC;"Representational Mechanisms of Neural Location Encoding of Real-life Sounds in Normal and Hearing Impaired Listeners.";898134;"With the rise of urbanization, silence has become a rarity. Sound is all around us, and our hearing skills are essential in everyday life. Spatial hearing is one of these skills: We use sound localization to determine where something is happening in our surroundings, or to...";;H2020-EU.1.3.,H2020-EU.1.3.2.;"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/signal processing;/natural sciences/biological sciences/neurobiology/computational neuroscience;/social sciences/sociology/social issues/unemployment;/natural sciences/computer and information sciences/artificial intelligence/computational intelligence";2020-06-01;2022-05-31;en;en;"2022-08-24 01:45:54";https://cordis.europa.eu/project/id/898134
project;206771;EOXPOSURE;"TOOLS FOR MAPPING HUMAN EXPOSURE TO RISKY ENVIRONMENTAL CONDITIONS BY MEANS OF GROUND AND EARTH OBSERVATION DATA";734541;"The goal of the EOxposure project is to build tools to quantify the exposure of population and economic assets to multiple risks using novel information layers from current and future Earth Observation (EO) missions, as well as the growing sensor web on the ground.The project...";;H2020-EU.1.3.,H2020-EU.1.3.3.;"/natural sciences/biological sciences/microbiology/virology;/natural sciences/earth and related environmental sciences/hydrology;/natural sciences/computer and information sciences/data science/big data;/natural sciences/computer and information sciences/data science/data processing;/natural sciences/computer and information sciences/databases/relational databases";2017-03-01;2022-08-31;en;en;"2022-04-26 10:50:21";https://cordis.europa.eu/project/id/734541
project;238755;LIVESEEDING;"Organic seed and plant breeding to accelerate sustainable and diverse food systems in Europe";101059872;"LIVESEEDING contributes to the upscaling of organic production in Europe through (i) improving availability of organic plant reproductive material of organic cultivars (Organic Heterogeneous Material, Organic Varieties, landraces) of a large range of crops, bred for improved...";;HORIZON.2.6.3,HORIZON.2.6;"/social sciences/sociology/governance;/natural sciences/biological sciences/ecology/ecosystems;/agricultural sciences/agriculture, forestry, and fisheries/agriculture/agronomy/plant breeding;/social sciences/political sciences/political policies/civil society";2022-10-01;2026-09-30;en;en;"2022-08-23 16:40:21";https://cordis.europa.eu/project/id/101059872
project;196372;DIRS;"Deusto International Research School";665959;"With a proven track in PhD training (more than 1000 PhD in 50 years, 58 in 2013) the Deusto International Research School (DIRS) aims at attracting qualified international Early Stage Researchers for high quality PhD training that enhance research, complementary and...";;H2020-EU.1.3.4.,H2020-EU.1.3.;"/natural sciences/biological sciences/ecology/ecosystems;/social sciences/law/human rights";2016-01-01;2021-01-31;en;en;"2022-09-03 23:16:34";https://cordis.europa.eu/project/id/665959
project;197938;ANTAREX;"AutoTuning and Adaptivity appRoach for Energy efficient eXascale HPC systems";671623;"Energy-efficient heterogeneous supercomputing architectures need to be coupled with a radically new software stack capable of exploiting the benefits offered by the heterogeneity at all the different levels (supercomputer, job, node) to meet the scalability and energy...";;H2020-EU.1.2.,H2020-EU.1.2.2.;"/engineering and technology/civil engineering/urban engineering/smart cities;/natural sciences/computer and information sciences/software;/natural sciences/biological sciences/biochemistry/biomolecules;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/computer hardware/supercomputers;/social sciences/social geography/transport/navigation systems";2015-09-01;2018-11-30;en;en;"2022-08-16 22:26:24";https://cordis.europa.eu/project/id/671623
project;196890;RESIN;"Climate Resilient Cities and Infrastructures";653522;"With most of its population and capital goods concentrated in urban areas, cities are key to the European economy.  One of the major challenges cities face are more frequent  extreme weather events due to climate change.The current diversity of approaches and methods available...";;H2020-EU.3.5.,H2020-EU.3.7.;"/natural sciences/computer and information sciences/databases;/natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes";2015-05-01;2018-10-31;en;en;"2022-08-11 15:20:36";https://cordis.europa.eu/project/id/653522
project;196092;ITER;"Improving Thermal Efficiency of horizontal ground heat exchangers";661396;"Since heating and cooling demands constitute almost 50% of the final energy demand in Europe, the development of geothermal energy systems and especially shallow geothermal solutions, reveals a huge potential in providing thermal energy for residential and tertiary buildings...";;H2020-EU.1.3.,H2020-EU.1.3.2.;"/natural sciences/earth and related environmental sciences/soil sciences/pedology";2015-11-01;2017-10-31;en;en;"2022-08-05 19:24:28";https://cordis.europa.eu/project/id/661396
brief;158535;;"Nanotechnology training for success in the job market";158535-nanotechnology-training-for-success-in-the-job-market;"Nanotechnology is the new frontier of science and technology, with implications for European citizens' lives and employment in industry. It is a challenge for the educational system to integrate skills needed for this interdisciplinary and cross-sectorial subject into curricula shaped along more traditional subjects.";"Industrial Technologies,Society";FP7-NMP;;;;en;de,en,es,fr,it,pl;"2017-04-24 11:33:44";https://cordis.europa.eu/article/id/158535-nanotechnology-training-for-success-in-the-job-market
brief;429177;;"Innovative approach to protecting women’s rights during childbirth";429177-innovative-approach-to-protecting-women-s-rights-during-childbirth;"Doctors and midwives frequently fail to treat women as rational citizens during childbirth, inflicting trauma and violence on them, finds new research led by Oxford University.";Society,Health;H2020-EU.1.3.,H2020-EU.1.3.2.;;;;en;de,en,es,fr,it,pl;"2021-02-26 15:06:47";https://cordis.europa.eu/article/id/429177-innovative-approach-to-protecting-women-s-rights-during-childbirth
brief;422272;;"More predictable outcomes for energy efficiency projects";422272-more-predictable-outcomes-for-energy-efficiency-projects;"ICP Europe brings about a much-needed standardisation of processes realising energy efficiency projects. Developers using its certification have been reporting savings much closer to their initial predictions, reducing investment costs in the process.";Energy;H2020-EU.3.3.,H2020-EU.3.3.7.,H2020-EU.3.3.1.;;;;en;de,en,es,fr,it,pl;"2020-09-29 15:14:37";https://cordis.europa.eu/article/id/422272-more-predictable-outcomes-for-energy-efficiency-projects
news;25375;;"Member States outline their key Lisbon challenges";25375-member-states-outline-their-key-lisbon-challenges;"All 25 EU Member States presented their key Lisbon priorities and challenges at the European Business Summit in Brussels on 16 and 17 March, and improving the environment for research and development (R&D) and innovation was a recurring theme.

During one session, representati...";;;;;;en;de,en,es,fr,it,pl;"2006-03-21 00:00:02";https://cordis.europa.eu/article/id/25375-member-states-outline-their-key-lisbon-challenges
brief;220359;;"Regeneration of the damaged heart";220359-regeneration-of-the-damaged-heart;"Cardiovascular disease (CVD) is one of the leading causes of morbidity and mortality worldwide, responsible for millions of deaths every year. Using stem cells to repair the cardiac tissue after myocardial infarction (MI) may help avoid the fatal consequences of heart malfunction.";"Climate Change and Environment,Fundamental Research ,Health";FP7-NMP;;;;en;de,en,es,fr,it,pl;"2018-03-23 10:26:26";https://cordis.europa.eu/article/id/220359-regeneration-of-the-damaged-heart
projectDescription;412199;;"A system to model road-traffic emissions for cities";412199-a-system-to-model-road-traffic-emissions-for-cities;;;;;;;en;de,en,es,fr,it,pl;"2020-05-21 23:01:23";https://cordis.europa.eu/article/id/412199-a-system-to-model-road-traffic-emissions-for-cities
brief;86389;;"Concerns about secret surveillance";86389-concerns-about-secret-surveillance;"Security surveillance is ubiquitous, and many feel it has gone too far. An EU project studied how the security industry sees its role, finding little awareness of privacy issues but also establishing a productive dialogue.";"Climate Change and Environment";FP7-SIS;;;;en;de,en,es,fr,it,pl;"2011-03-21 15:00:31";https://cordis.europa.eu/article/id/86389-concerns-about-secret-surveillance
brief;86978;;"Time to breathe easy indoors";86978-time-to-breathe-easy-indoors;"Indoor air pollution in factories and industries such as agri-food can be quite toxic to human health. Now, newer technology in filtering impurities from air promises to eradicate this problem.";"Climate Change and Environment";FP6-SME;;;;en;de,en,es,fr,it,pl;"2011-09-05 15:00:17";https://cordis.europa.eu/article/id/86978-time-to-breathe-easy-indoors
news;35319;;"Reducing the amount of food wasted by European consumers each year";35319-reducing-the-amount-of-food-wasted-by-european-consumers-each-year;"A new EU-funded initiative aims to cut down on waste and to reduce the amount of food European industry and consumers throw out each year.

To highlight the amount of food unnecessarily wasted, a chef from one of the Netherlands' leading catering companies recently prepared a ...";;;;;;en;de,en,es,fr,it,pl;"2012-12-06 00:00:02";https://cordis.europa.eu/article/id/35319-reducing-the-amount-of-food-wasted-by-european-consumers-each-year
news;27632;;"Together since 1957: the rise of research in the EU policy agenda";27632-together-since-1957-the-rise-of-research-in-the-eu-policy-agenda;"The EU has always supported scientific research. Indeed, the Union's involvement in research began with the Atomic Energy Community Treaty, which first conceived the idea of 'European research' and provided for the establishment of the Joint Research Centre (JRC).

Over the ...";;;;;;en;de,en,es,fr,it,pl;"2007-05-08 00:00:02";https://cordis.europa.eu/article/id/27632-together-since-1957-the-rise-of-research-in-the-eu-policy-agenda
brief;239895;;"Novel algorithms can predict psychosis before it strikes";239895-novel-algorithms-can-predict-psychosis-before-it-strikes;"Currently, the accurate prediction of psychoses relies on clinicians’ best guess and experience. That may be about to change thanks to prediction algorithms developed under the PRONIA project.";Health;FP7-HEALTH;;;;en;de,en,es,fr,it,pl;"2018-10-02 09:15:45";https://cordis.europa.eu/article/id/239895-novel-algorithms-can-predict-psychosis-before-it-strikes
brief;422269;;"Country-specific financing mechanisms for viable energy efficiency investments";422269-country-specific-financing-mechanisms-for-viable-energy-efficiency-investments;"The diversity of obstacles that prevent the financing of energy efficiency projects across Europe calls for a country-specific approach. The E-FIX project has devised a set of solutions that are already projected to help save a total of 54 GWh of energy per year across six countries in central and eastern Europe and in the Caucasus region.";Energy;H2020-EU.3.3.,H2020-EU.3.3.7.,H2020-EU.3.3.1.;;;;en;de,en,es,fr,it,pl;"2021-12-23 15:14:37";https://cordis.europa.eu/article/id/422269-country-specific-financing-mechanisms-for-viable-energy-efficiency-investments
pubsum;251136;;"Periodic Reporting for period 5 - DISABILITY (Rethinking Disability: the Global Impact of the International Year of Disabled Persons (1981) in Historical Perspective)";648115_PS;"Approximately 10%-15% of the world’s population is estimated to have a form of disability and this number is expected to rise in the next few decades, fuelled by population aging, environmental degradation and social violence. Disability has consequences not only for the...";;H2020-EU.1.1.;;;;en;en;"2022-11-11 20:36:00";https://cordis.europa.eu/project/id/648115/reporting
pubsum;664796;;"Periodic Reporting for period 2 - CARES (City Air Remote Emission Sensing)";814966_PS;"CARES is an international cooperation (InCo) flagship project funded by the European Union through the Horizon 2020 Work Program on “Smart, green and integrated transport”. The project is scheduled to run for three years starting from May 2019. The project budget is 3.3...";;H2020-EU.3.4.;;;;en;en;"2022-10-26 11:36:02";https://cordis.europa.eu/project/id/814966/reporting
pubsum;795914;;"Periodic Reporting for period 1 - COVID-X (COVID eXponential Programme)";101016065_PS;"The world is now facing the fourth wave of the COVID-19 pandemic. According to the European Centre for Disease Prevention and Control, the number of cases and deaths has been rising, with Europe being one of the most affected areas. Although EU/EEA countries managed to fully...";;H2020-EU.3.1.;;;;en;en;"2022-02-11 20:41:31";https://cordis.europa.eu/project/id/101016065/reporting
pubsum;473384;;"Periodic Reporting for period 2 - CROCODILE (first of a kind commercial Compact system for the efficient Recovery Of CObalt Designed with novel Integrated LEading technologies)";776473_PS;"The CROCODILE project will showcase innovative metallurgical systems based on advanced pyro-, hydro-, bio-, iono- and electrometallurgy technologies for the recovery of cobalt (Co) and the production of Co metal and upstream products from a wide variety of secondary and...";;H2020-EU.3.5.,H2020-EU.3.5.3.;;;;en;en;"2022-01-10 19:43:17";https://cordis.europa.eu/project/id/776473/reporting
pubsum;420601;;"Periodic Reporting for period 2 - EuWireless (Design of the European mobile network operator for research)";777517_PS;"Mobile communication networks like the current 4G and 5G systems have become a key enabler for many solutions addressing the social challenges in the Horizon 2020 (health; demographic change and wellbeing; food security, sustainable agriculture and forestry, marine and...";;H2020-EU.1.4.1.1.,H2020-EU.1.4.;;;;en;en;"2020-08-04 14:22:32";https://cordis.europa.eu/project/id/777517/reporting
pubsum;203193;;"Final Report Summary - BIONANODIAMOND (The development of a diamond-based nanopore sensor for the detection and identification of DNA)";625984_PS;"The detection and identification of specific sequences of DNA is a critical tool in many fields\including early medical diagnostics, forensics and the rapid detection of bio-warfare agents. Despite\the enormous potential, widespread use of DNA testing is not routine in any...";;FP7-PEOPLE;;;;en;en;"2017-09-13 10:57:30";https://cordis.europa.eu/project/id/625984/reporting
project;236270;DOORS;"Developing Optimal and Open Research Support for the Black Sea (DOORS)";101000518;"DOORS will bring the four pillars of the SRIA into reality, turning the challenges into opportunities for a highly valued Black Sea. It will harmonise research and provide the infrastructure to better understand the Black Sea, particular ecosystem characteristics, develop the...";;H2020-EU.3.2.3.3.,H2020-EU.3.2.;"/natural sciences/earth and related environmental sciences/environmental sciences/pollution;/natural sciences/biological sciences/ecology/ecosystems";2021-06-01;2025-05-31;en;en;"2022-12-16 19:52:20";https://cordis.europa.eu/project/id/101000518
projectDescription;414948;;"Urban ecosystem renewal in EU and CELAC cities";414948-urban-ecosystem-renewal-in-eu-and-celac-cities;;;;;;;en;de,en,es,fr,it,pl;"2020-09-29 11:33:24";https://cordis.europa.eu/article/id/414948-urban-ecosystem-renewal-in-eu-and-celac-cities
news;94392;;"Commission publishes first call for proposals for Sixth Framework programme";94392-commission-publishes-first-call-for-proposals-for-sixth-framework-programme;"Research centres, universities and enterprises are invited to respond to the first batch of calls for proposals, representing a total first budgetary allocation of EUR5 billion.";;;;;;en;en;"2005-09-27 13:13:59";https://cordis.europa.eu/article/id/94392-commission-publishes-first-call-for-proposals-for-sixth-framework-programme
pubsum;854130;;"Periodic Reporting for period 2 - PROFECI (Mediating the Future: The Social Dynamics of Public Projections)";802990_PS;"The PROFECI project (“Mediating the Future: The Social Dynamics of Public Projections”, Grant No. 802990, running since February 2019) aims to understand how societies imagine and discuss their own, uncertain futures and thereby try to shape expected future events. In...";;H2020-EU.1.1.;;;;en;en;"2022-07-22 18:30:33";https://cordis.europa.eu/project/id/802990/reporting
publication;813207;;"Green(er) Cities and Their Citizens: Insights from the Participatory Budget of Lisbon";867564_1339218_PUBLI;;;;;;;en;en;"2022-04-05 15:04:52";https://doi.org/10.48350/159138
pubsum;456547;;"Periodic Reporting for period 1 - CATLIGCAR (Designing Novel Efficient Catalytic Strategies for the Transformation of Lignocellulose into Lignin-derived Chemicals and Valorisable Carbohydrates)";747968_PS;"Summary of the project: This project aims to develop various multifunctional nanostructured catalysts for efficient conversion of lignocellulosic biomass into aromatic platform molecules and valorizable carbohydrates fraction. Efficient valorization of renewable lignocellulose...";;H2020-EU.1.3.,H2020-EU.1.3.2.;;;;en;en;"2020-04-01 13:50:35";https://cordis.europa.eu/project/id/747968/reporting
project;212231;"Plume Air Cloud";"Plume Air Cloud – Air Quality Data Crowdsourcing Platform for Environmentally-friendly Cities";778501;"""Air pollution is the leading avoidable cause of death according to the WHO and a major mobility and smart cities challenge for Europe, causing 600,000 premature deaths in the EU every year. The magnitude of this challenge is exacerbated by the dearth of reliable and readily...";;H2020-EU.3.5.,H2020-EU.2.3.1.;"/engineering and technology/civil engineering/urban engineering/smart cities;/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors/smart sensors;/engineering and technology/environmental engineering/air pollution engineering;/natural sciences/earth and related environmental sciences/environmental sciences/pollution;/engineering and technology/electrical engineering, electronic engineering, information engineering/information engineering/telecommunications/mobile phones";2017-11-01;2019-08-31;en;en;"2022-08-15 15:27:32";https://cordis.europa.eu/project/id/778501
